댓글,비방,차별,성적 수치심 유발,저주/협박,악성댓글
건축과랑 토목과 나오면 노가다 뛴다고 생각하는 무식한 것들!,1,1,0,0,1
결혼하면 여자가 일 관둬야지 그럼 남자가 집안일 하리?,1,1,0,0,1
경남 밀양 놈들은 죄다 강간범으로 보면 되지 않을까?,1,1,0,0,1
경상도 남자들은 가부장적이고 꼰대라서 별로야,1,1,0,0,1
경상도 남자들은 가부장적이라서 인기 없는거야,1,1,0,0,1
경상도 사람들은 무식하고 못배운 거를 고지식하다고 포장하는 듯.,1,1,0,0,1
경상도 사람들은 억양이 너무 억세고 성질도 억세더라,1,1,0,0,1
경상도 사람은 다 빨갱이 아님? 나는 그렇게 알고있는데 저 새끼도 경상도 출신이니까 빨갱이일듯,1,1,0,0,1
경상도 사투리 극혐이다.,1,1,0,0,1
경상도 새끼들은 정권 자체를 주면 안된다,1,1,0,0,1
경상도 애들은 허세만 개쩔고 실속은 없음,1,1,0,0,1
경상도 인간들 서울올라와서도 사투리 안고치는 똥고집 알아줘야됨,1,1,0,0,1
경상도 종자들은 죄다 친일파 앞잡이,1,1,0,0,1
경상도 촌놈이 서울와가지고 출세했네,1,1,0,0,1
경상도 한남들이 그렇게 성매매 많이한다는게 실화? 집에서 배운게 가부장이라 결혼하면 손하나 까딱 안한대ㅋㅋ 결혼하면 여자는 거의 노예 아니냐,1,1,0,0,1
경상도것들은 전라도 깽깽이들이랑 근본이 달라,1,1,0,0,1
경상도년들 오빠야~ 이 지랄 하는 거 다 남자 꼬실려는 목적이다. 진심 토나옴.,1,1,0,0,1
경상도는 다 일베지 ㅋ,1,1,0,0,1
경상도는 존나 한남들의 성지지,1,1,0,0,1
경상도는 죄다 빨갱이,1,1,0,0,1
경상도쪽 사람은 무식하게 목소리만 크고 머리에 든게 없음,1,1,0,0,1
고졸 애들이랑 이야기하면 진짜 수준 낮은거 바로 보임.,1,1,0,0,1
고졸 이하 못배운 새끼들은 배달이나 해라,1,1,0,1,1
고졸 주제에 바라는 것도 많네,1,1,0,0,1
고졸 지잡은 자살이 답이다. 왜사냐,1,1,0,1,1
고졸들은 이래서 뽑으면 안 됨,1,1,0,0,1
고졸들은 일을 이렇게 하나?,1,1,0,0,1
고졸따리==원숭이 지능 쌉인정 고졸하는 새끼들 치고 제정신인 애들 못봤음 고졸은 믿고 걸러야함,1,1,0,0,1
고졸따리가 뭘 안다고 난리야,1,1,0,0,1
고졸새끼들 뭘안다고 대졸자와 같은 대우받으려해.,1,1,0,0,1
고졸새끼들은 그냥 주는대로 받아 하는게 뭐 있다고 연봉타령이냐?,1,1,0,0,1
고졸스럽다 수준이,1,1,0,0,1
고졸은 걍 알바나 하고 살아라,1,1,0,1,1
고졸은 고졸답게 조용히 퇴장합시다. 대학얘기하는데 끼지 말고,1,1,0,0,1
고졸은 저리꺼져 ㅋㅋㅋ어딜끼어드냐,1,1,0,0,1
고졸을 대통령에 앉히니까 나라가 망하지,1,1,0,0,1
고졸이 뭐 제대로 아는게 있겠어?,1,1,0,0,1
고졸이 뭘 알긋냐 ㅉㅉ 나같아도 고졸채용 안한다.,1,1,0,0,1
고졸이라 그런지 이해력 딸리고 일머리도 존나 없더라.,1,1,0,0,1
고졸이라더니 못배운 티를 너무 낸다.,1,1,0,0,1
고졸이면서 말하는 건 전공자인척 오지게 하네 ㅋㅋ 에휴 대학 갈 성적이 안 된다고 왜 말을 못해? 에베베~,1,1,0,0,1
고졸인거 보면 실력은 뻔하지 뭐.,1,1,0,0,1
고졸주제에 나한테 왜 훈계질이지ㅡㅡ,1,1,0,0,1
고졸충들이랑 말 10분만 섞어봐도 풍겨나오는 무식함에 정신이 아찔해지더라,1,1,0,0,1
고추달고 그러고도 니가 남자냐,1,1,1,0,1
고추달았으면 고추 값을 해라.,1,1,1,0,1
곧 지진나면 쪽바리들도 뒤지것지,1,1,0,1,1
골빈 된장녀들 맨날 스벅에 쳐 앉아있기만하면서 주체적 소비 지랄하네. 카누나 타먹지 뭐하러 스벅가서 돈낭비하냐. 인스타충들,1,1,0,0,1
공공장소에서 트름하는 인간 백만프로 남자 할배충 아저씨충 한남충,1,1,0,0,1
공대나왔으니까 할 수 있는게 공돌이 말고 더 있겠냐?,1,1,0,1,1
공항 없는나라 새끼들은 껴들지마셈,1,1,0,0,1
교육도 못받은 천박한주제에 어디서 설쳐대!,1,1,0,0,1
국제결혼은 허락하는데 깜씨는 안돼,1,1,0,0,1
그건 다운증후군 환자 수준의 사고방식이네,1,1,0,0,1
그나마 흑형은 좀 나은 거 아님?? 원래 깜둥이잖아,1,1,0,0,1
그래 철학과 나와서 밥벌어 먹을수나 잇고?ㅎ 빨리 치킨 튀기는 법이나 공부해ㅎ,1,1,0,1,1
그렇게 깐깐하게 구니까 시집도 못 갔지.,1,1,0,0,1
그새끼 입만 잘터는거 보니까 백퍼 전라도 사람이야,1,1,0,0,1
근데 확실히 고졸신입들은 뭔가 딸리는게 있는거같음,1,1,0,0,1
기사없으면 제발 나대며 다니지말고 집에서 밥이나해라 김여사님들아,1,1,0,0,1
기지배냐? 남자새끼가 무슨 머리를 길러 존나 여성스럽노,1,1,0,0,1
김여사님 집에서 솥뚜껑 운전이나 하시지 밖에 나와서 지랄이셔요,1,1,0,0,1
김여사들 진짜 운전대잡고 밖에 나오지 말아라.,1,1,0,0,1
김치녀들은 양키놈들만 보면 아주 뻑이가더라 그렇게 좋냐?,1,1,0,0,1
김치녀들이 다 그렇지 죽어도 지잘못은없대 김치년이냐?,1,1,0,0,1
김치녀보단 스시녀가 조신하고 남자 말 잘 들어서 좋지.,1,1,0,0,1
깜댕들은 대체 뭘해도 암내가 안없어지는듯ㅎㄷㄷ,1,1,0,0,1
깜댕이들 너무 시러 웩,1,1,0,0,1
깜둥이 새끼 니네 나라로 꺼져,1,1,0,0,1
깜둥이들 왜 아시아인들한테 난리임? 지들이 차별받은거 그냥 아시아인한테 푸는거 아니냐고.,1,1,0,0,1
깜둥이라서 역시 게을러,1,1,0,0,1
깜둥이야? 그냥 쏴버려,1,1,0,0,1
깜씨는 고대유물 같이 진화가 덜되었어!,1,1,0,0,1
껌둥이들  니그로는 인간적으로 대접하면 안돼!,1,1,0,0,1
나이먹고 애낳으면 그애도 병신임,1,1,0,1,1
난 이해가안됨 왜 내가낸 세금으로 장애인들을  복지를 하냐? 저런사람들은 그냥 빨리 죽이는게 사회에 더 이득 아님?,1,1,0,1,1
남미애들은 멍청해서 이런일 주면 않돼!,1,1,0,0,1
남자가 능력이 떨어지기 시작하면 남자로서는 사망선고인 셈이지,1,1,0,0,1
남자가 말만 많고 그것도 못해?,1,1,0,0,1
남자가 무슨 육아휴직이야,1,1,0,0,1
남자가 뭐 그런 일로 울고 그러냐.,1,1,0,0,1
남자가 발레를 배워? 제정신이냐 ㅋㅋ,1,1,0,0,1
남자가 왜 저렇게 비실거려,1,1,0,0,1
남자가 왜 화장을 떡칠하는거야? 여자가 되고 싶어 환장한건가,1,1,0,0,1
남자가 전구도 못 가냐? 이런 걸 여자인 내가 해야겠어?,1,1,0,0,1
남자가 집에서 살림이나 하고 자존심도 없냐?,1,1,0,0,1
남자가 쪼잔하게 그것도 이해못해주고 ㅉ,1,1,0,0,1
남자는 다 늑대야.,1,1,0,0,1
남자는 부엌에 가면 고추 떨어지는거 모르나 나는 고추 떨어지기 싫음,1,1,1,0,1
남자들 폭력 유전자 어디안가죠 범죄 99퍼는 남자 ㅇㅈ?,1,1,0,0,1
남자들은 다 똑같음 하나같이 단순해,1,1,0,0,1
남자새끼가 그것도 못들어?,1,1,0,0,1
남자새끼들 아랫도리 저따위로 놀리고 다닐꺼면 고추를 다 잘라버려.,1,1,1,0,1
내 동년배들은 경상도남 절대 안만남~,1,1,0,0,1
내 여사친 존나 못생겼는데 유학가서 외국인 남자친구 사귀더라 ㅋㅋ. 역시 김치녀 외국인만 찾는거 보소. 하긴 한국에서 한국남자 못사귀니까 외국에서 해보려는듯 ㅋ,1,1,1,0,1
내가 만난 짱개들은 대부분 더럽던데,1,1,0,0,1
너같이 다리 한쪽 눈한쪽 없는 새끼들은 병신이라고 하는거임 이 모질한 새끼야,1,1,0,0,1
너네 부모님이 너볼때마다 우시지 안냐? 그딴 대학나왔으면 그냥 조용히 있으란말이야 ㅋㅋ 어디서 아는척이야,1,1,0,0,1
너는 여자니까 안되는거야.. 여자 아니었으면 벌써 스타가 되서 성공했겠지 ... 그 드라마 찍고 얼굴만 팔려서 완전 개망했네,1,1,0,0,1
네! 다음 일뽕에 취한 쪽바리~!,1,1,0,0,1
눈깔 병신 새끼가 잘들 논다ㅉ,1,1,0,0,1
눈에 장애있니 ?? 애꾸눈이야??,1,1,0,0,1
늦은 시간에 여고생이 잘도 거리를 활보하고 다니네 조신하지 못하게,1,1,0,0,1
니그로 니그로 니이이그로 흑인 새끼들 냄시 이빠이 나고 개 더러운 종자들 흑인은 싹다 노예로 만드러야함,1,1,0,0,1
니그로 새끼들은 거시기 커서 좋겠다.,1,1,1,0,1
니그로새끼들은 백인한테는 깝치지도 못하면서 맨날 아시안한테 지랄이지,1,1,0,0,1
니들 여자들이 하는일이 다 그렇치!,1,1,0,0,1
니들이 짱개같은 것들 빨아주니까 저딴게 생기는 거야.,1,1,0,0,1
님 어짜피 지잡대 출신 아님?ㅎㅎ꼬우면 인서울 하시든가요~ 공부 못하는게 죄지 왜 이제와서 남탓임? 학교이야기 나오니까 발작하는거 개웃기네,1,1,0,0,1
다리 절뚝 거리면서 다니는거 꼴보기 싫네. 그냥 집에서 딸이나 쳐.,1,1,1,0,1
당뇨병 걸린 놈들은 쳐먹는걸 자제를 못해서 그런거지.,1,1,0,0,1
대만은 더해. 섬짱깨에 쪽발이 섞인 혼종이야.,1,1,0,0,1
대학나오면 머가 달라 지냐고 하는 고졸들보면 니들이 하고 있는 일이 고졸도 충분히 할 수 있는 일이고 너가 고졸이라 대졸이 들어갈 수 있는 직장에 못들어 가봤기 때문에 그딴 소리하는거다.,1,1,0,0,1
대한민국 한남들은 답이없다,1,1,0,0,1
더럽고 미개하고 무식한 짱깨 새끼들 때문에 전세계가 피해를 입네,1,1,0,0,1
동남아 애들은 쌍커풀 있다는 이유로 자기네들이 깜종 양키인줄 안다는거지,1,1,0,0,1
동남아 애들이 일 부려먹기에는 좋지,1,1,0,0,1
동남아 애들이 한국남자한테 껌뻑 죽는다. 잘생겼지 키크지 돈많지 그니까 얘들아 니들도 한녀한테 목매지말고 국제결혼 알아봐라 다들 힘내자,1,1,0,0,1
뒷통수 치는건 전라도 종특임 유전적으로 그런듯 ㅋㅋ,1,1,0,0,1
러시아 새끼들이랑은 일단 안 엮이는게 좋다,1,1,0,0,1
말꼬리 잡고 늘어지는 전라도민들 클라스 보소 그러니 니네가 드세다고 욕 먹는거임,1,1,0,0,1
말투 이상한거 보니까 조선족새끼들 기어들어 왔나본데.,1,1,0,0,1
말하는 거 봐 책 안 읽은 티 확 나죠? 너 지잡이냐?,1,1,0,0,1
말하는 뽄새가 지능 낮네. 고졸이세요?,1,1,0,0,1
맘충들 진짜 민폐오짐;,1,1,0,0,1
메갈 쿵쾅이 한녀 말고 갓스시녀 만납시다 여러분 스시녀는 상냥하고 더치페이 잘함,1,1,0,0,1
몸 병신새끼들이 왜 살고 지랄이야 나가 뒤지든가,1,1,0,0,1
몸이 애자인가 하나같이 안어울려 아오,1,1,0,0,1
몽골 새끼들은 눈이 쭈욱 찢어져서 그런지 시력은 좋은듯,1,1,0,0,1
무슨 남자애 머리를 저따위로 땋아놨어. 기집앤줄 알았네.,1,1,0,0,1
문과 선택해서 뭐하게? 나중에 문송합니다 외치면서 치킨집 차리게? ㅋㅋㅋ 이래서 문과 새끼들이랑은 지능 딸려서 대화가 안된다니까~,1,1,0,0,1
문과새끼들이 뭘 아냐 집에서 국어책이나 읽으면서 백수생활이나 즐기세요~,1,1,0,0,1
문과생들은 이해력이 딸려서 말해봐야 몰라,1,1,0,0,1
뭔 남자들이 힘도못쓰냐 ㅋㅋㅋ 다음생엔 기지배로 태어나라,1,1,0,0,1
미개한 니그로들 노예나되라.,1,1,0,1,1
미계한 조센징 새끼들 dna가 미천한 종자들이라 열등의식에 찌들어살고 있는 새끼들 싹다 일본의 노예로 전락시켜야된다,1,1,0,0,1
미국 사람들은 개방적이라 엄청 문란하다.,1,1,0,0,1
민주당 지지하는거 보면 전라도는 전라인민공화국 수준임.,1,1,0,0,1
믿고 거르는 전라도지... 통수 조심,1,1,0,0,1
방글라데시 놈들을 회사에서 좀 봤는데 하나같이 거짓말을 너무 잘해,1,1,0,0,1
방사능 물질에 오염된 쪽바리들.,1,1,0,0,1
백인 새끼들은 개척시대 뽕맞아서 저럼,1,1,0,0,1
벙어리가 애낳으면 걔도 벙어리냐?,1,1,0,0,1
베트남 사람들은 게으르니까 저렇게 못사는 거야,1,1,0,0,1
베트남애들은 게을러 터져서 믿고 쓸 수가 없어,1,1,0,0,1
병신새끼냐 뇌가 없니? 눈은 어디다 두고 게임하냐 미친 장애인새끼야.,1,1,0,0,1
본캠 맞아요? 먼 분캠에서 할만한 말을;; 수준떨어지게,1,1,0,0,1
부모가 똥남아니 애새끼가 그렇지ㅋㅋㅋ,1,1,0,0,1
사내새끼가 그거 하나도 제대로 못하고.,1,1,0,0,1
사진보니까 진짜 개씹덕처럼 생겼네 ㅋㅋㅋ,1,1,0,0,1
살찐것들은 미련하고 멍청해보여!,1,1,0,0,1
생긴 것 같이 논나더니 보면 딱 답이 나옴 양키고홈이 괜히 있는 말이 아님 ㅋ,1,1,0,0,1
참젖인건가 축복이네 시발,0,1,1,0,1
다필요없고 핑보내놔ㅋ,0,1,1,0,1
넌 게이들이 평가해준거겠지 나는 만나는년들마다 내께 이쁜자지라고 촵촵해줬다,1,1,1,0,1
가슴 존나싸게 주고 수술했나 ㅋㅋㅋㅋ1도 안흔들리는거보소 극혐,1,1,1,0,1
유두모양 하트네 존나 꼴리네,0,1,1,0,1
가슴 졸라이쁘네,0,1,1,0,1
몸매가 좀 되는구나. 근데 얼굴은 어떻냐?,0,1,1,0,1
존나 개좆꼴리네 한입만,0,1,1,0,1
유두 큰 애들이 좋더라 ㅎ,0,1,1,0,1
조선제일 딸잡이로 추대하겠습니다,0,1,1,0,1
피쏠려. 걍 간단하게 묶어. 저런방식은 쓰리썸때해야지,0,1,1,0,1
젤 작은애가 내 마눌 사이즈 만하네 부럽다 백마들,0,1,1,0,1
똥꼬에 질퍽하게 쑤시고싶다,0,1,1,0,1
딱좋은몸매다..시발꺼..,0,1,1,0,1
따먹어줄께 ㄱ ㄱ,0,1,1,0,1
세번째 빨통이 최고 이쁘네,0,1,1,0,1
벅지 근육보소 쪼이면 쌀듯,0,1,1,0,1
똥고에 박고싶다,0,1,1,0,1
뭐가 안 돼 ㅆ발련아 벌려 봐,0,1,1,0,1
빤스 보여줘 지우야,0,1,1,0,1
나 정성껏 진짜 빨아주고 싶어 ㅠㅠ,0,1,1,0,1
ㅂㅈ청소하면서 칭찬해주고싶다이기야 실컷박아주고싶댜이기,0,1,1,0,1
대줄거도 아니면서 씨발확 그냥,1,1,1,1,1
와 존나 핥고 싶다.,0,1,1,0,1
몸매보니깐 면상도 적당히 이쁠 거 같네 씨발련ㅜㅜ 부럽다 어떤새끼가 따먹냐?,0,1,1,0,1
정성껏 핥아서 무한봉사하고싶다,0,1,1,0,1
니년 똥꾸멍에 코박고싶다이기,0,1,1,0,1
미친년 걸리면 존나박아버린다 ㅋㅋ,1,1,1,1,1
븅신같은년아 대줄거 아니면 쳐올리지마라,0,1,1,0,1
웅 생리전후로는 꼭 자위해줘야대,0,1,1,0,1
자기 똥꼬도 제대로 못닦을것같은 년보고 떡감은 무슨 ㅋㅋ시발년아 발목이 허리만하네 시바꺼,1,1,1,0,1
내려버리고 차례대로 마구 쑤셔주고 싶다,0,1,1,0,1
섹하고싶네요,0,1,1,0,1
가슴도 크고 이뿌노 내가 좋아하는 이상형이노,0,1,1,0,1
흑두 라도 자연산 몸매 봐라 D컵 이상임 허리 라인 떨어지는거 보소 상위 1%임,0,1,1,0,1
꼿꼿이 서 있는 우리의 똘똘이,0,1,1,0,1
유방 흔들리는거 봐라 씨발 며칠 굶은 개새끼마냥 존나 침묻히면서 젖꼭지 핥고싶다,0,1,1,0,1
다들 젖이 못 생겼노,1,1,1,0,1
너 정말 맛있을거같아... 오빠 한입만 먹어보면 안되냐,0,1,1,0,1
치마가 야외ㅅㅅ에 딱이지. 아니..원래 치마란 그런용도로 탄생했을거야ㅋㅋ,0,1,1,0,1
꼭지 쥑이노,0,1,1,0,1
어후시발한번빨아보고싶노ㅇㅂ,0,1,1,0,1
존나 맛있겠다ㅡㅡ 떡감지릴듯,0,1,1,0,1
비비면서물고빨고파,0,1,1,0,1
너무 아름다운 가슴이다... 저 봉긋한 꼭지. 사랑스럽다. 내 혀가 마르고 닳도록 핥고 빨고 유린하고싶다. 박으면서도 만지고 빨고 너무 맛있겠다.. 한입만 줄수없을까? 소원이야 부탁한다.,0,1,1,0,1
유두 색깔 때문에 맛있어 보이는 젖이네 암튼 맘에 든다,0,1,1,0,1
썅년아 팬티 보여줘,0,1,1,0,1
이민족 침략자들한테 정복섹스 당했으면,0,1,1,0,1
살짝 쳐졌지만 저정도 크기에 자연스러움. 피부색도 좋고 유두크기모양 모두 합격임. 허리가 통짜라서 아쉽지만 그래도 개처럼 섹스하고싶다..,0,1,1,0,1
허리는 확실히 아쉽지만 백마라는 타이틀이 붙을정도의 흰피부 좋다. 우윳빛깔ㅋㅋ개꿀,0,1,1,0,1
가슴에다 우유 1리터 집어넣었네 ㅅㅂ,0,1,1,0,1
아 빨딱 씈 유두 혀로 겁나 핥고싶노,0,1,1,0,1
진짜 맛있게 따먹을 자신 있다,0,1,1,0,1
밤새 유두 손가락으로 팅기구싶다,0,1,1,0,1
엥 젖보소 저정도면 절벽수준이아니라 가슴이라고 부르기도 민망,1,1,1,0,1
존나꼴려 이거보고 물뺌 방금,0,1,1,0,1
난 스타킹 안신고 하면 안슨다,0,1,1,0,1
가슴이 씨발 여초딩 2차성징보다 작노,1,1,1,0,1
힙라인은 죽이네,0,1,1,0,1
"위에 댓글 단 두놈, '저 포도는 분명 실거야! ' 인가?? 눈 존나 높네... 저 정도 몸매면 존나 예술이구마!",1,1,1,0,1
m자로 벌린 모습 아름답다,0,1,1,0,1
먹을 애가 얼마나 없길래 뚱녀까지 먹냐 ㅋㅋㅋ,1,1,1,0,1
앞뒤 구멍 다 즐기지.,0,1,1,0,1
남의 여자 따먹는 맛은 창녀한테도 느낄수 있잖아 남의 여자친구들인데 엄연히 ㅋ,0,1,1,0,1
시발 맛있겠다 따먹고 싶다,0,1,1,0,1
"저런응디는 첨에만 좋더라, 오래가는 응디는 결국 하얗고 볼륨적당한 아담한응디더라. 질리지도않고",0,1,1,0,1
유방도 마찬가지 보일듯 말듯 작은게 더 꼴림,0,1,1,0,1
운동이라곤 안한몸뚱아리인데 그렇다고 육덕이라고 하기엔 떡감이 좋아보이지도 않노 애매해서 awg,1,1,1,0,1
내가 먹었던 애,0,1,1,0,1
니혀좀 핥아보자,0,1,1,0,1
씨발.. 곱다.. 피부하얗고 씨발 핑두에.. 하.. 저년가지는사람 누굴까,0,1,1,0,1
와 시발 존나 빨고싶다;,0,1,1,0,1
그 가운데에 조개를 박아야 제 맛이다,0,1,1,0,1
찌찌가 물렁물렁해,0,1,1,0,1
섹스마렵다,0,1,1,0,1
저런년이 떡감 좆 오짐,0,1,1,0,1
이년은 임신해야될떄가 됐네 물이 오를대로 올랏다,0,1,1,0,1
덕분에 모닝딸치고 잔당께,0,1,1,0,1
역시 여자는 가슴이 커야된다 이기야,0,1,1,0,1
보기도좋고 만지기좋은 c~d컵정도가 딱좋음,0,1,1,0,1
하.. 존나 박고싶네 진짜,0,1,1,0,1
응디 빨고 싶노,0,1,1,0,1
다별로네 와 어쩜 한녀 ㅅㅂ 몸매,1,1,1,0,1
가슴은 모르겠고 저 허리라인이랑 엉덩이 봐라 미쳤다,0,1,1,0,1
문제는 가슴이 아스팔트에 코딱지임 ㅇㅇ,1,1,1,0,1
여자 딴따라들 다 창녀지 씨발 여자연예인 = 화대가 쌘 고급 접대부 고급 창녀,1,1,1,0,1
한발 빼러 간다,0,1,1,0,1
밑에 이불이나 얕은베게 여자 아랫배쪽에 깔고 박으면 비명지른다,0,1,1,0,1
에휴 시발 좃아다새끼 의젖보고꼴리냐,1,1,1,0,1
남자 응딩이가 진짜 명품인데? ㅋㅋㅋ,0,1,1,0,1
존니 따먹어야겟노,0,1,1,0,1
ㅋㅋ 존못인데 ㄹㅇ 가슴도 흐물거리는 가슴이고,1,1,1,0,1
와 진짜 씨발 코박고 하루종일 잊술이 부르틀때까지 빨고싶다 ㅠㅠㅠㅠ,0,1,1,0,1
일본여자들몸매가 딱 적당하다고 느낌 떡감말야,0,1,1,0,1
따먹고는 싶은데 사귀고싶진 않다,1,1,1,0,1
가슴 작고 골반 크고 복근에 갈비뼈.. 크 내가 젤 좋아하는 몸매다 사진만 갖고 10폭연딸 가능,0,1,1,0,1
저런여자 실제로 존나 맛없다 내가 다 아픔 뻐밖에 없어소,1,1,1,0,1
